Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score
08-09-2025,NYSE:AMRC,"Ameresco, Inc. Class A Common Stock",1279,578991,5.39,24.27,-4.78,17.55,36.09,54.31,-15.90,-20.68,15.98,27.67,39.32,-26.56,-41.05,1.111291,85
08-09-2025,NYSE:SCS,Steelcase Inc. Common Stock,1975,1920788,1.57,17.22,2.79,7.08,39.90,31.88,21.49,19.98,5.51,31.48,16.89,10.83,-0.39,1.111086,84
08-09-2025,NASDAQ:AKBA,"Akebia Therapeutics, Inc. - Common Stock",830,4021620,4.46,3.13,-0.32,3.83,-26.84,39.30,34.82,55.43,2.26,-35.26,24.31,24.16,35.06,1.110225,84
08-09-2025,NYSE:TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,1237,2067076,2.33,4.49,13.59,17.59,36.53,33.85,12.47,20.27,16.02,28.11,18.86,1.81,-0.10,1.109961,84
08-09-2025,NASDAQ:TSHA,"Taysha Gene Therapies, Inc. - Common Stock",884,3638244,5.85,3.24,9.88,13.27,12.35,45.99,19.44,36.11,11.70,3.93,31.00,8.78,15.74,1.109785,84
08-09-2025,NASDAQ:GTX,Garrett Motion Inc. - Common Stock,2663,3875326,2.43,13.21,1.67,4.39,22.86,28.39,36.41,38.15,2.82,14.44,13.40,25.75,17.78,1.108932,84
08-09-2025,NASDAQ:ARRY,"Array Technologies, Inc. - Common Stock",1336,8800218,8.21,8.75,-2.97,33.26,14.29,29.71,27.54,21.37,31.69,5.87,14.72,16.88,1.00,1.108851,84
08-09-2025,NASDAQ:OLMA,"Olema Pharmaceuticals, Inc. - Common Stock",520,896936,8.68,7.58,27.97,37.73,41.16,39.18,-31.93,-51.06,36.16,32.74,24.19,-42.59,-71.43,1.108167,84
08-09-2025,NASDAQ:LENZ,"LENZ Therapeutics, Inc. - Common Stock",1130,669157,6.7,39.63,2.52,18.95,19.35,40.25,9.84,37.62,17.38,10.93,25.26,-0.82,17.25,1.108087,84
08-09-2025,NYSE:CWK,Cushman & Wakefield plc Ordinary Shares,3795,2322029,3.05,16.39,3.78,18.30,37.46,31.67,7.26,22.27,16.73,29.04,16.68,-3.40,1.90,1.106972,84
08-09-2025,NASDAQ:ASND,Ascendis Pharma A/S - American Depositary Shares,12469,463163,3.44,205.22,5.34,7.25,15.67,28.98,36.00,41.77,5.68,7.25,13.99,25.34,21.40,1.10692,84
08-09-2025,NYSE:MEG,"Montrose Environmental Group, Inc. Common Stock",1030,534324,4.55,29.2,-6.37,15.99,26.68,40.92,35.96,-11.30,14.42,18.26,25.93,25.30,-31.67,1.106633,84
08-09-2025,NASDAQ:SVRA,"Savara, Inc. - Common Stock",665,1939640,6.83,3.85,14.81,31.69,36.62,32.47,8.83,-14.55,30.12,28.20,17.48,-1.83,-34.92,1.10647,84
08-09-2025,NYSE:NPKI,NPK International Inc. Common Stock,885,860405,2.64,10.48,0.76,14.22,19.66,45.13,19.94,25.10,12.65,11.24,30.14,9.28,4.73,1.105492,84
08-09-2025,NYSE:QXO,"QXO, Inc. Common Stock",14791,8297272,5.19,21.96,8.33,11.75,13.48,39.07,21.90,41.42,10.18,5.06,24.08,11.24,21.05,1.1051,84
08-09-2025,AMEX:DNN,Denison Mines Corp Ordinary Shares (Canada),2134,57966793,5.14,2.38,2.52,5.88,29.41,41.60,5.88,35.71,4.31,20.99,26.61,-4.78,15.34,1.104688,84
08-09-2025,NYSE:ERJ,Embraer S.A. Common Stock,11102,1517507,2.71,60.31,6.60,3.91,22.88,15.40,38.57,42.31,2.34,14.46,0.41,27.91,21.94,1.103469,84
08-09-2025,NASDAQ:CG,The Carlyle Group Inc. - Common Stock,23203,2589639,2.59,64.15,-0.64,4.02,27.86,32.97,18.19,40.58,2.45,19.44,17.98,7.53,20.21,1.102668,84
08-09-2025,NASDAQ:CYBR,CyberArk Software Ltd. - Ordinary Shares,23631,1079279,2.35,468.8,3.31,14.12,13.87,28.44,31.10,40.93,12.55,5.45,13.45,20.44,20.56,1.102386,84
08-09-2025,NASDAQ:GOOGL,Alphabet Inc. - Class A Common Stock,2831399,35706370,2.16,234.04,9.03,16.03,25.79,25.71,26.79,33.15,14.46,17.37,10.72,16.13,12.78,1.102287,84
08-09-2025,NYSE:ORCL,Oracle Corporation Common Stock,669851,10971551,3.21,238.48,5.18,-4.57,27.03,34.94,23.31,40.98,-6.14,18.61,19.95,12.65,20.61,1.101988,84
08-09-2025,NYSE:SPOT,Spotify Technology S.A. Ordinary Shares,145608,1362235,2.85,718.28,5.07,4.39,0.84,25.92,31.32,54.16,2.82,-7.58,10.93,20.66,33.79,1.101458,84
08-09-2025,NYSE:CGAU,Centerra Gold Inc. Common Shares,1807,1586313,3.16,8.89,8.10,15.19,20.02,35.21,30.60,25.76,13.62,11.60,20.22,19.94,5.39,1.101351,84
08-09-2025,NASDAQ:DLO,DLocal Limited - Class A Common Shares,3991,4324406,5.39,13.36,-8.23,19.99,21.48,32.19,15.01,36.15,18.42,13.06,17.20,4.35,15.78,1.100452,84
08-09-2025,NASDAQ:HALO,"Halozyme Therapeutics, Inc. - Common Stock",8872,2112580,2.33,75.85,3.56,18.13,28.48,19.60,36.08,18.09,16.56,20.06,4.61,25.42,-2.28,1.100337,83
08-09-2025,NASDAQ:PSKY,Paramount Skydance Corporation - Class B Common Stock,16172,21457484,8.98,15.19,3.23,22.71,21.53,22.45,27.25,31.99,21.14,13.11,7.46,16.59,11.62,1.100031,83
08-09-2025,NYSE:XPEV,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",19018,11223677,3.62,20.58,-2.14,4.66,5.25,-14.67,38.34,59.04,3.09,-3.17,-29.66,27.68,38.67,1.099956,83
08-09-2025,NYSE:RKT,"Rocket Companies, Inc. Class A Common Stock",43101,19659019,4.58,20.48,13.23,14.31,37.65,23.00,31.45,1.42,12.74,29.23,8.01,20.79,-18.95,1.099335,83
08-09-2025,NYSE:SVV,"Savers Value Village, Inc. Common Stock",1946,1184806,3.86,12.51,3.36,9.59,17.51,43.17,24.78,27.50,8.02,9.09,28.18,14.12,7.13,1.099175,83
08-09-2025,NYSE:BWA,BorgWarner Inc. Common Stock,9614,2366397,1.95,44.43,3.76,14.02,27.30,32.91,23.81,25.57,12.45,18.88,17.92,13.15,5.20,1.099023,83
08-09-2025,NASDAQ:SFIX,"Stitch Fix, Inc. - Class A Common Stock",744,2079606,4.8,5.7,7.19,20.70,18.60,25.61,22.11,38.60,19.13,10.18,10.62,11.45,18.23,1.098965,83
08-09-2025,NASDAQ:TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",2402,668221,3.55,56.89,-2.97,15.71,22.80,18.32,11.41,48.97,14.14,14.38,3.33,0.75,28.60,1.098768,83
08-09-2025,NYSE:NATL,NCR Atleos Corporation Common Stock,2921,649708,2.9,39.7,0.20,5.84,32.12,35.24,17.00,28.66,4.27,23.70,20.25,6.34,8.29,1.098283,83
08-09-2025,NYSE:KAR,"OPENLANE, Inc. Common Stock",3105,710462,1.85,29.21,0.99,4.14,19.10,27.01,31.67,42.14,2.57,10.68,12.02,21.01,21.77,1.098198,83
08-09-2025,NYSE:SNOW,Snowflake Inc. Common Stock,75580,7721291,3.5,226.52,-5.36,8.88,6.92,29.85,22.33,51.09,7.31,-1.50,14.86,11.67,30.72,1.097927,83
08-09-2025,NASDAQ:GOOG,Alphabet Inc. - Class C Capital Stock,2830803,23110630,2.12,234.16,8.81,15.75,25.30,24.94,26.11,32.61,14.18,16.88,9.95,15.45,12.24,1.097732,83
08-09-2025,NYSE:NVT,nVent Electric plc Ordinary Shares,14901,1609273,2.47,92.58,2.37,3.76,26.53,40.52,15.55,32.11,2.19,18.11,25.53,4.89,11.74,1.096996,83
08-09-2025,NYSE:GENI,Genius Sports Limited Ordinary Shares,3230,4855178,3.52,12.77,-0.16,6.34,25.76,23.88,21.69,43.30,4.77,17.34,8.89,11.03,22.93,1.096635,83
08-09-2025,NYSE:ADNT,Adient plc Ordinary Shares,1993,1073073,3.12,24.53,-1.10,7.30,34.69,39.09,18.87,9.54,5.73,26.27,24.10,8.21,-10.83,1.096491,83
08-09-2025,NYSE:ELF,"e.l.f. Beauty, Inc. Common Stock",7829,2181619,4.93,138,9.42,27.59,14.74,48.78,7.67,0.49,26.02,6.32,33.79,-2.99,-19.88,1.096073,83
08-09-2025,NYSE:JBGS,JBG SMITH Properties Common Shares,1403,1073319,2.79,23,6.78,13.43,22.35,34.04,28.65,24.39,11.86,13.93,19.05,17.99,4.02,1.095732,83
08-09-2025,NYSE:AAP,Advance Auto Parts Inc.,3659,1780688,3.65,61,0.02,4.36,13.93,42.02,30.10,30.46,2.79,5.51,27.03,19.44,10.09,1.09573,83
08-09-2025,NASDAQ:NESR,National Energy Services Reunited Corp - Ordinary Shares,925,803300,4.47,9.59,2.40,30.03,39.00,17.41,7.72,-1.67,28.46,30.58,2.42,-2.94,-22.04,1.094061,83
08-09-2025,NASDAQ:SRRK,Scholar Rock Holding Corporation - Common Stock,3036,1835476,5.95,31.58,-3.39,0.59,-8.39,-14.00,-24.70,72.20,-0.98,-16.81,-28.99,-35.36,51.83,1.093725,83
08-09-2025,NYSE:LC,LendingClub Corporation Common Stock,1893,1467327,3.58,16.5,-4.12,7.27,35.76,32.18,4.61,30.24,5.70,27.34,17.19,-6.05,9.87,1.093626,83
08-09-2025,NYSE:COUR,"Coursera, Inc. Common Stock",1899,2327823,3.15,11.6,0.86,-4.22,23.02,38.45,28.45,32.24,-5.79,14.60,23.46,17.79,11.87,1.093437,83
08-09-2025,NYSE:GWRE,"Guidewire Software, Inc. Common Stock",22049,828960,2.59,261.88,17.13,16.97,2.33,33.85,22.05,43.84,15.40,-6.09,18.86,11.39,23.47,1.092646,83
08-09-2025,NASDAQ:DASH,"DoorDash, Inc. - Common Stock",107055,3082516,2.81,250.6,2.13,-8.14,12.83,28.94,29.73,49.95,-9.71,4.41,13.95,19.07,29.58,1.092553,82
08-09-2025,NYSE:WRBY,Warby Parker Inc. Class A Common Stock,3262,1535685,3.41,26.75,2.06,12.22,19.33,21.08,14.58,48.49,10.65,10.91,6.09,3.92,28.12,1.09232,82
08-09-2025,NYSE:NRG,"NRG Energy, Inc. Common Stock",28581,2097373,3.02,147.76,1.49,-3.70,-5.54,40.38,32.93,46.45,-5.27,-13.96,25.39,22.27,26.08,1.092319,82
08-09-2025,NYSE:IVZ,Invesco Ltd Common Stock,9811,3922815,1.99,22,0.50,6.50,34.59,28.95,18.45,25.55,4.93,26.17,13.96,7.79,5.18,1.092066,82
08-09-2025,NYSE:EFXT,Enerflex Ltd Common Shares,1230,578868,2.65,10.06,-0.30,11.63,24.65,28.53,8.35,42.35,10.06,16.23,13.54,-2.31,21.98,1.091445,82
08-09-2025,NASDAQ:ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",2078,1605503,4.66,17.33,10.44,18.52,17.08,15.06,29.20,39.64,16.95,8.66,0.07,18.54,19.27,1.091152,82
08-09-2025,NYSE:PLYM,"Plymouth Industrial REIT, Inc. Common Stock",1009,1319209,2.43,22.23,1.03,35.00,26.99,23.39,16.96,-5.35,33.43,18.57,8.40,6.30,-25.72,1.090458,82
08-09-2025,NYSE:BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,322291,18476117,2.53,141.2,4.39,14.33,15.45,0.41,39.32,41.59,12.76,7.03,-14.58,28.66,21.22,1.090407,82
08-09-2025,NYSE:PUK,Prudential Public Limited Company Common Stock,33673,761366,1.13,26.77,0.64,3.03,11.36,26.63,39.26,37.65,1.46,2.94,11.64,28.60,17.28,1.089745,82
08-09-2025,NASDAQ:ROKU,"Roku, Inc. - Class A Common Stock",14643,3316670,3.38,99.39,2.85,16.38,21.02,22.86,23.85,36.06,14.81,12.60,7.87,13.19,15.69,1.089595,82
08-09-2025,NYSE:DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",662,1666030,8.63,11.19,-13.23,-20.29,32.17,32.62,13.05,44.24,-21.86,23.75,17.63,2.39,23.87,1.08942,82
08-09-2025,NASDAQ:NAGE,"Niagen Bioscience, Inc. - Common Stock",754,878515,4.45,9.45,-4.76,-1.69,-37.04,18.52,19.47,66.35,-3.26,-45.46,3.53,8.81,45.98,1.089293,82
08-09-2025,NASDAQ:ADTN,"ADTRAN Holdings, Inc. - Common Stock",817,783928,3.68,10.2,8.04,14.61,21.27,10.20,15.39,48.92,13.04,12.85,-4.79,4.73,28.55,1.089098,82
08-09-2025,NYSE:BKE,"Buckle, Inc. (The) Common Stock",3037,624274,2.55,59.37,4.68,11.23,27.05,35.41,10.02,30.40,9.66,18.63,20.42,-0.64,10.03,1.088902,82
08-09-2025,NYSE:HWM,Howmet Aerospace Inc. Common Stock,72333,2266531,2.31,179.43,2.97,-1.20,2.26,30.67,33.62,47.42,-2.77,-6.16,15.68,22.96,27.05,1.088357,82
08-09-2025,NYSE:NIQ,NIQ Global Intelligence plc Ordinary Shares,5233,1120165,4.35,17.74,3.95,2.59,27.73,28.52,31.40,25.48,1.02,19.31,13.53,20.74,5.11,1.088209,82
08-09-2025,NASDAQ:MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,3926,523257,4.18,61.12,8.79,15.10,23.30,37.77,16.07,22.43,13.53,14.88,22.78,5.41,2.06,1.08806,82
08-09-2025,NASDAQ:ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,4284,1990833,2.58,25.39,-2.36,3.90,13.43,30.84,35.80,34.27,2.33,5.01,15.85,25.14,13.90,1.087703,82
08-09-2025,NYSE:MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",7596,1388726,2.7,25.64,3.08,20.44,29.80,22.43,2.42,33.93,18.87,21.38,7.44,-8.24,13.56,1.087489,82
08-09-2025,NYSE:BWXT,"BWX Technologies, Inc. Common Stock",14967,1133536,2.6,163.75,1.04,-9.64,20.78,39.20,21.10,39.73,-11.21,12.36,24.21,10.44,19.36,1.087397,82
08-09-2025,NASDAQ:CYTK,"Cytokinetics, Incorporated - Common Stock",6233,2745828,5.62,52.09,32.18,32.33,37.99,16.63,1.11,-5.38,30.76,29.57,1.64,-9.55,-25.75,1.087267,82
08-09-2025,NYSE:DINO,HF Sinclair Corporation Common Stock,9556,2191096,2.56,51.08,0.39,14.74,28.03,37.10,20.75,7.20,13.17,19.61,22.11,10.09,-13.17,1.087021,82
08-09-2025,NASDAQ:GDS,GDS Holdings Limited - American Depositary Shares,6681,2495773,5.6,33.51,-3.13,-11.22,24.56,-8.50,39.09,49.39,-12.79,16.14,-23.49,28.43,29.02,1.086949,81
08-09-2025,NYSE:URI,"United Rentals, Inc. Common Stock",62426,500814,2.3,970.23,1.43,11.92,27.17,35.19,10.43,27.79,10.35,18.75,20.20,-0.23,7.42,1.086516,81
08-09-2025,NYSE:ARLO,"Arlo Technologies, Inc. Common Stock",1888,1718669,4.32,18.09,3.76,9.18,7.24,34.66,29.41,37.31,7.61,-1.18,19.67,18.75,16.94,1.086311,81
08-09-2025,NASDAQ:IDXX,"IDEXX Laboratories, Inc. - Common Stock",52229,426348,1.81,652.83,0.88,0.42,19.59,34.11,33.81,27.81,-1.15,11.17,19.12,23.15,7.44,1.086299,81
08-09-2025,NASDAQ:KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",797,772073,4.9,15.96,15.66,20.68,9.99,25.31,39.04,19.05,19.11,1.57,10.32,28.38,-1.32,1.086209,81
08-09-2025,NYSE:WT,"WisdomTree, Inc. Common Stock",2001,4372782,2.53,13.6,-0.07,4.19,27.13,36.32,16.18,28.97,2.62,18.71,21.33,5.52,8.60,1.085842,81
08-09-2025,NASDAQ:LX,LexinFintech Holdings Ltd. - American Depositary Shares,1025,3410758,4.03,6.13,-3.10,-4.89,-19.25,-47.80,10.11,72.10,-6.46,-27.67,-62.79,-0.55,51.73,1.085838,81
08-09-2025,NYSE:MOD,Modine Manufacturing Company Common Stock,7278,678766,3.55,138.65,1.82,2.52,32.48,41.72,-0.25,23.33,0.95,24.06,26.73,-10.91,2.96,1.085096,81
08-09-2025,NASDAQ:SNEX,StoneX Group Inc. - Common Stock,4729,520413,3.19,96.34,-6.05,9.52,11.60,20.45,28.09,45.36,7.95,3.18,5.46,17.43,24.99,1.084992,81
08-09-2025,NASDAQ:EXTR,"Extreme Networks, Inc. - Common Stock",2863,1444467,3.11,21.655,1.27,7.92,23.20,31.42,20.25,33.36,6.35,14.78,16.43,9.59,12.99,1.084884,81
08-09-2025,NASDAQ:RMBS,"Rambus, Inc. - Common Stock",7884,1225489,4.38,73.28,-0.67,1.81,21.63,25.11,19.98,44.51,0.24,13.21,10.12,9.32,24.14,1.08467,81
08-09-2025,NYSE:TGNA,TEGNA Inc,3378,5659411,1.5,21,-0.95,28.38,21.81,15.24,11.67,32.62,26.81,13.39,0.25,1.01,12.25,1.084513,81
08-09-2025,NYSE:CMRE,Costamare Inc. Common Stock $0.0001 par value,1466,497687,2.66,12.22,6.38,11.62,24.96,37.11,19.86,17.98,10.05,16.54,22.12,9.20,-2.39,1.084296,81
08-09-2025,NASDAQ:MU,"Micron Technology, Inc. - Common Stock",147120,17772551,3.33,131.46,9.47,14.90,17.42,29.29,24.05,32.08,13.33,9.00,14.30,13.39,11.71,1.084167,81
08-09-2025,NYSE:DOCS,"Doximity, Inc. Class A Common Stock",13022,1354928,3.25,69.52,2.27,15.78,15.35,7.97,22.04,47.97,14.21,6.93,-7.02,11.38,27.60,1.084088,81
08-09-2025,NASDAQ:ORGO,Organogenesis Holdings Inc.  - Class A,605,786492,5.22,4.77,-7.97,5.24,36.48,-8.07,16.77,43.40,3.67,28.06,-23.06,6.11,23.03,1.08385,81
08-09-2025,NYSE:LYV,"Live Nation Entertainment, Inc. Common Stock",39292,1926963,1.92,169.4,1.72,12.47,14.91,24.73,18.92,43.77,10.90,6.49,9.74,8.26,23.40,1.083804,81
08-09-2025,NASDAQ:AEIS,"Advanced Energy Industries, Inc. - Common Stock",5815,424440,3.22,154.43,3.08,5.14,21.28,28.98,23.56,36.71,3.57,12.86,13.99,12.90,16.34,1.083331,81
08-09-2025,NYSE:MNTN,"MNTN, Inc. Class A Common Stock",1452,645059,5.95,19.99,-2.10,-24.96,-24.81,43.02,43.62,45.42,-26.53,-33.23,28.03,32.96,25.05,1.082977,81
08-09-2025,NASDAQ:FTAI,FTAI Aviation Ltd. - Common Stock,17070,1142053,3.71,166.42,7.55,17.04,22.38,37.38,3.12,28.25,15.47,13.96,22.39,-7.54,7.88,1.082896,81
08-09-2025,NYSE:BOOT,"Boot Barn Holdings, Inc. Common Stock",5712,507441,3.6,186.95,4.91,9.79,11.83,41.91,21.09,27.63,8.22,3.41,26.92,10.43,7.26,1.082141,81
08-09-2025,NASDAQ:CRMD,CorMedix Inc. - Common Stock,952,4641217,5.93,12.75,-16.31,15.22,-9.65,16.00,22.75,54.98,13.65,-18.07,1.01,12.09,34.61,1.082116,81
08-09-2025,NYSE:PRA,ProAssurance Corporation Common Stock,1223,447440,0.47,23.78,-0.13,-0.46,2.65,35.32,30.53,42.72,-2.03,-5.77,20.33,19.87,22.35,1.081699,81
08-09-2025,NYSE:SXT,Sensient Technologies Corporation Common Stock,4808,516090,2.56,113.21,-0.22,-2.04,15.20,35.53,31.07,33.26,-3.61,6.78,20.54,20.41,12.89,1.081617,80
08-09-2025,NYSE:FTI,TechnipFMC plc Ordinary Share,16145,3835485,2.34,39.28,6.42,10.59,17.21,32.10,19.76,35.26,9.02,8.79,17.11,9.10,14.89,1.08126,80
08-09-2025,NYSE:GE,GE Aerospace Common Stock,292734,4280177,2.28,276.05,0.31,1.46,7.40,29.78,34.53,39.74,-0.11,-1.02,14.79,23.87,19.37,1.081257,80
08-09-2025,NYSE:RL,Ralph Lauren Corporation Common Stock,18723,603389,2.53,308.99,3.90,8.30,11.07,24.71,24.97,44.22,6.73,2.65,9.72,14.31,23.85,1.080907,80
08-09-2025,NASDAQ:VBTX,"Veritex Holdings, Inc. - Common Stock",1883,759006,1.93,34.39,0.12,11.20,27.77,29.08,12.71,29.46,9.63,19.35,14.09,2.05,9.09,1.080498,80
08-09-2025,NASDAQ:HTZ,"Hertz Global Holdings, Inc - Common Stock",1859,8447673,6.21,5.98,4.18,-0.17,-1.34,30.27,24.58,51.17,-1.74,-9.76,15.28,13.92,30.80,1.080018,80
08-09-2025,NASDAQ:SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",2569,722959,2.73,45.82,1.53,9.52,27.65,30.01,19.18,23.61,7.95,19.23,15.02,8.52,3.24,1.07922,80
08-09-2025,NASDAQ:PODD,Insulet Corporation - Common Stock,24606,580634,1.92,349.56,2.77,13.16,10.81,27.96,22.86,39.21,11.59,2.39,12.97,12.20,18.84,1.079189,80
08-09-2025,NASDAQ:PCRX,"Pacira BioSciences, Inc. - Common Stock",1202,663317,3.13,26.74,0.26,11.11,2.88,12.60,37.62,43.38,9.54,-5.54,-2.39,26.96,23.01,1.079018,80
08-09-2025,NASDAQ:EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",1040,622448,2.14,17.08,2.40,10.54,22.48,21.90,26.41,30.39,8.97,14.06,6.91,15.75,10.02,1.076622,80
08-09-2025,NASDAQ:URBN,"Urban Outfitters, Inc. - Common Stock",6545,2313876,3.89,73.01,8.12,-6.60,4.10,26.64,30.56,48.82,-8.17,-4.32,11.65,19.90,28.45,1.076396,80
08-09-2025,NASDAQ:SHC,Sotera Health Company - Common Stock,4519,2568839,2.93,15.91,-2.89,29.48,22.69,23.57,19.36,3.14,27.91,14.27,8.58,8.70,-17.23,1.076356,80
08-09-2025,NASDAQ:NSSC,"NAPCO Security Technologies, Inc. - Common Stock",1436,443166,3.81,40.26,5.49,26.55,28.37,36.07,0.55,-7.77,24.98,19.95,21.08,-10.11,-28.14,1.076125,80
08-09-2025,NYSE:C,"Citigroup, Inc. Common Stock",176487,13370011,1.96,95.87,-0.73,4.84,18.37,26.50,25.50,36.41,3.27,9.95,11.51,14.84,16.04,1.075964,80
08-09-2025,NASDAQ:PEGA,Pegasystems Inc. - Common Stock,9837,1218496,2.72,57.5,5.72,6.48,10.90,33.93,16.95,40.97,4.91,2.48,18.94,6.29,20.60,1.07582,80
08-09-2025,NYSE:SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),15721,1215679,2.14,23.19,2.33,11.38,11.64,28.33,33.38,26.78,9.81,3.22,13.34,22.72,6.41,1.075433,80
08-09-2025,NYSE:TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares),10234,518535,1.6,20.98,-0.81,3.19,14.49,30.70,37.65,22.21,1.62,6.07,15.71,26.99,1.84,1.075377,80
08-09-2025,NASDAQ:NFLX,"Netflix, Inc. - Common Stock",528931,2565768,2.2,1244.76,2.93,5.17,0.26,28.41,27.52,45.40,3.60,-8.16,13.42,16.86,25.03,1.074558,80
08-09-2025,NYSE:APTV,Aptiv PLC Ordinary Shares,17922,2477155,2.67,82.3,3.37,20.05,19.03,18.80,32.31,15.60,18.48,10.61,3.81,21.65,-4.77,1.073749,80
08-09-2025,NASDAQ:SIGA,SIGA Technologies Inc. - Common Stock,620,592097,4.13,8.66,3.12,1.27,30.37,34.30,23.33,9.35,-0.30,21.95,19.31,12.67,-11.02,1.07333,80
08-09-2025,NASDAQ:EBAY,eBay Inc. - Common Stock,42510,6013666,2.38,93.02,2.59,0.00,15.49,24.20,32.34,36.63,-1.57,7.07,9.21,21.68,16.26,1.073192,80
08-09-2025,NYSE:NXE,Nexgen Energy Ltd. Common Shares,4553,7279186,4.15,7.97,1.13,12.42,19.70,39.15,-1.88,30.24,10.85,11.28,24.16,-12.54,9.87,1.072779,80
08-09-2025,NASDAQ:SPTN,SpartanNash Company - Common Stock,907,740180,0.33,26.8,0.00,0.90,31.19,24.40,28.77,15.86,-0.67,22.77,9.41,18.11,-4.51,1.072727,80
08-09-2025,NASDAQ:MRUS,Merus N.V. - Common Shares,5082,577982,3.66,67.19,2.01,5.66,16.34,31.43,31.22,23.71,4.09,7.92,16.44,20.56,3.34,1.072291,79
08-09-2025,NASDAQ:IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",103639,10433387,3.05,61.11,-1.85,-5.14,13.34,21.38,23.54,48.65,-6.71,4.92,6.39,12.88,28.28,1.072175,79
08-09-2025,NASDAQ:SONO,"Sonos, Inc. - Common Stock",1783,2284379,3.59,14.75,5.63,25.63,31.93,12.68,3.80,18.51,24.06,23.51,-2.31,-6.86,-1.86,1.072145,79
08-09-2025,NASDAQ:HCSG,"Healthcare Services Group, Inc. - Common Stock",1152,711903,2.6,15.91,1.89,13.70,9.24,32.81,21.24,32.24,12.13,0.82,17.82,10.58,11.87,1.071853,79
08-09-2025,NYSE:BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",121836,4603136,1.21,56.19,-1.25,-0.89,14.95,27.21,34.10,32.07,-2.46,6.53,12.22,23.44,11.70,1.071539,79
08-09-2025,NYSE:FSS,Federal Signal Corporation Common Stock,7588,417607,1.99,124.82,1.47,-1.07,20.48,35.44,21.22,29.75,-2.64,12.06,20.45,10.56,9.38,1.071502,79
08-09-2025,NASDAQ:PINC,"Premier, Inc. - Class A Common Stock",2238,2026731,3.65,27.11,4.46,17.23,15.40,32.83,18.15,23.50,15.66,6.98,17.84,7.49,3.13,1.071263,79
08-09-2025,NYSE:STNG,Scorpio Tankers Inc. Common Shares,2994,1044089,3.07,58.69,14.13,19.88,32.39,32.42,11.79,-16.71,18.31,23.97,17.43,1.13,-37.08,1.07115,79
08-09-2025,NYSE:TEL,TE Connectivity plc Ordinary Shares,61422,1541117,1.64,207.87,0.66,3.82,20.79,27.45,26.95,28.96,2.25,12.37,12.46,16.29,8.59,1.071051,79
08-09-2025,NASDAQ:ULCC,"Frontier Group Holdings, Inc. - Common Stock",1227,5183935,8.76,5.38,8.92,38.29,25.46,-23.42,-7.81,32.34,36.72,17.04,-38.41,-18.47,11.97,1.070515,79
08-09-2025,NYSE:SIG,Signet Jewelers Limited Common Shares,3813,1154343,4.11,92.65,4.96,18.78,16.16,45.71,-6.11,13.34,17.21,7.74,30.72,-16.77,-7.03,1.070509,79
08-09-2025,NYSE:DHI,"D.R. Horton, Inc. Common Stock",54867,3750783,2.75,184.04,7.91,16.38,34.39,27.50,9.30,-0.08,14.81,25.97,12.51,-1.36,-20.45,1.069524,79
08-09-2025,NASDAQ:LYFT,"Lyft, Inc. - Class A Common Stock",7198,20227220,4.93,17.71,8.41,19.76,12.31,29.93,4.46,35.97,18.19,3.89,14.94,-6.20,15.60,1.069326,79
08-09-2025,NYSE:M,Macy's Inc Common Stock,4641,10896975,3.79,17.09,22.59,29.14,28.26,17.73,3.57,10.47,27.57,19.84,2.74,-7.09,-9.90,1.068948,79
08-09-2025,NYSE:BA,Boeing Company (The) Common Stock,174635,6219899,2.31,230.95,-1.62,1.57,8.72,33.24,32.89,29.33,0.00,0.30,18.25,22.23,8.96,1.068934,79
08-09-2025,NYSE:BMO,Bank Of Montreal Common Stock,91667,711428,1.3,126.95,4.69,11.30,14.70,22.40,24.94,34.58,9.73,6.28,7.41,14.28,14.21,1.068869,79
08-09-2025,NYSE:ALK,"Alaska Air Group, Inc. Common Stock",7344,2326637,3.28,63.69,1.43,16.39,17.57,4.79,17.49,43.29,14.82,9.15,-10.20,6.83,22.92,1.068785,79
08-09-2025,NASDAQ:ACMR,"ACM Research, Inc. - Class A Common Stock",1731,1511347,5,26.97,-4.63,10.01,8.42,-0.41,39.93,38.93,8.44,0.00,-15.40,29.27,18.56,1.06848,79
